server,osobaid,datum,id,pocetSlov,Sentiment,ethos,pathos,logos,neg,neu,pos,manipulation,populism,topics,entities
Twitter,andrej-babis,19.10.2020 0:00:00,5b54dd32a7d07dcc50cc2a916c4623e3,35,0,0.6,0.5,0.7,0,1,0,0.3,0.4,"rozvoj infrastruktury",""
Twitter,andrej-babis,16.07.2020 0:00:00,5b560877b00d5cb610361c036ef2de9e,46,0.0325,0.6,0.5,0.7,0.092,0.797,0.112,0.3,0.4,"duševní zdraví","Radě vlády pro duševní zdraví"
Facebook,andrej-babis,03.12.2016 0:00:00,5b597948883ab8a176e3f01ed941a32a,39,0.749,0.5,0.7,0.4,0.022,0.862,0.116,0.6,0.8,"politická korupce",""
Facebook,andrej-babis,01.12.2019 0:00:00,5B5CF37ACAB95B6031F2E44E6D345426,54,-0.7964,0.5,0.3,0.8,0.133,0.867,0,0.4,0.2,"rozpočet;schodek;finanční výsledky",""
Facebook,andrej-babis,06.10.2019 0:00:00,5B5E5A67A600DF302D044EB7C447373E,4224,0.7036,0.7,0.9,0.8,0.0239,0.867,0.1091,0.5,0.6,"úmrtí karla gotta;doprava a infrastruktura","Gott;Gott;Gottovou;Gottová;Mateusz;Morawiecki;Varšavská smlouva;Moodys;Schillerová;EU;Eurostat;Český statistický úřad;Babiš;Ministerstvo financí;Fakultní nemocnice Královské Vinohrady;Vojtěch;Arenbergera;Masarykovi;Národní rozvojový fond;Thomayerky;Beneš;G 1;Vašáková;Ministerstvo zdravotnictví;Homolka;Hřib;IKEM;Thomayerovy nemocnice;Všeobecná fakultní nemocnice;Všeobecné fakultní nemocnici;Piráti;Arajma;Spolkovou radu;Spolková ministerstva;Spolkové kancléřství;Úřad pro zastupování státu ve věcech majetkových;Babiš;MIMO CENTRUM;Hamáček;Havlíček;Knap;Knapem;Schillerová;Česká pošta;Univerzita Karlova;Zima;České pošty;Akademii věd;Brabec;Komenský;Lékařské fakultě;Matematicko fyzikální fakulty;Přírodovědecké;Brabec;CO2;Chauhan;Gándhího;NOVĚ;OSN;Menzelové;Havel;Letiště Václava Havla;Lukl;Svaz měst a obcí;Evropská unie;Kreml;Maasem;Rada;Rinnem;Sněmovna;ČESMAD Bohemia;Havlíček;Uhelná komise;ČEZ;B;Hadžrím;M;Rada pro koordinaci boje s korupcí;Rada pro nestátní neziskové organizace"
Facebook,andrej-babis,10.06.2021 0:00:00,5b60fd4f6b28db78f0e3c81ae7b93c7d,13,0.7655,0.4,0.5,0.3,0,0.663,0.337,0.6,0.7,"evropská politika;demokracie","Evropský parlament"
Twitter,andrej-babis,20.11.2020 0:00:00,5b624ee5ea8b9b94365bf6b5a24ffcb0,48,-0.2028,0.6,0.2,0.8,0.101,0.812,0.087,0.4,0.3,"",""
Twitter,andrej-babis,20.03.2020 0:00:00,5b64058480ed6d1ea612edb49558bed7,21,0,0.5,0.4,0.7,0,1,0,0.3,0.2,"mezinárodní spolupráce;zdravotnický materiál;letecká doprava",""
Twitter,andrej-babis,02.02.2022 0:00:00,5b6e41f519514f0c5ba26cc7d267c010,37,0.5106,0.4,0.7,0.3,0.038,0.861,0.1,0.5,0.6,"evropské záležitosti","EU"
Facebook,andrej-babis,04.04.2017 0:00:00,5b736e355eec5c55c8481b9b2dfe4c67,37,0.8569,0.5,0.6,0.7,0.042,0.738,0.22,0.4,0.6,"ochrana zvířat",""
Facebook,andrej-babis,14.08.2021 0:00:00,5b7d80fe92b0d088ddc993b7f2e2201a,7,0.3612,0,0,0,0,0.8,0.2,0,0,"cestování;karlovy vary",""
Twitter,andrej-babis,26.03.2021 0:00:00,5b7e68c7db9a1bf8c42cd1e29728426f,37,-0.8481,0.6,0.8,0.7,0.191,0.809,0,0.5,0.4,"nouzový stav",""
Facebook,andrej-babis,24.05.2021 0:00:00,5b8e6a1e8cdc40f702b8f57b8a8a5d6f,5,0,0.3,0.5,0.2,0,1,0,0.4,0.6,"tisková konference;komunikace",""
Twitter,andrej-babis,18.06.2021 0:00:00,5b9266493d7464582917a0a6682f0989,40,0.802,0.5,0.3,0.7,0.028,0.764,0.207,0.2,0.4,"zdravotní péče;očkování;legislativní proces",""
Facebook,andrej-babis,22.03.2021 0:00:00,5b95f6aa7acfc80250ee74f2408bd2e8,26,0.8553,0.4,0.6,0.3,0,0.762,0.238,0.2,0.1,"nemocnice","Nemocnice Hořovice"
Facebook,andrej-babis,29.10.2020 0:00:00,5b973bb9f5d8615b438d6e1b21ad183b,8,0.5423,0.5,0.6,0.4,0,0.696,0.304,0.3,0.7,"kompenzační bonus;živnostníci;podpora podnikání","Schillerová"
Facebook,andrej-babis,29.06.2021 0:00:00,5b982fd7d5cc69da13984922c4e4785c,6,0,0.3,0.5,0.2,0,1,0,0.1,0.4,"zdravotnictví;fakultní nemocnice","Fakultní nemocnice Královské Vinohrady"
Twitter,andrej-babis,22.10.2020 0:00:00,5b99f4165e4e2cdd0dfac8f565d07d71,42,-0.5267,0.7,0.6,0.8,0.12,0.821,0.059,0.4,0.5,"covid-19;zdravotní péče;mezinárodní spolupráce;krizové řízení","EU"
Twitter,andrej-babis,14.12.2020 0:00:00,5ba7ccc55b0caff06b5d743c30db0468,47,0.1085,0.5,0.2,0.8,0,0.8684,0.1316,0.1,0.1,"bonusové období",""
Twitter,andrej-babis,12.01.2023 0:00:00,5baf029d5134de5d893959e3f0a8ce88,31,0.6908,0.5,0.7,0.4,0.106,0.672,0.222,0.6,0.5,"zvyšování daní",""
Twitter,andrej-babis,23.09.2019 0:00:00,5bb20934357f5e03809ffe8f99058628,46,0.9274,0.6,0.5,0.7,0,0.766,0.234,0.3,0.4,"inovace",""
Twitter,andrej-babis,18.06.2020 0:00:00,5bbed1f0cf73ebff673259774e541d83,44,0,0.6,0.2,0.8,0,1,0,0.1,0.1,"železniční doprava","Centrální dispečerské pracoviště Správy železnic;Covidem"
Twitter,andrej-babis,25.06.2021 0:00:00,5bc42a09f7652c3f243bf42b9b6116c1,41,-0.7269,0.5,0.2,0.8,0.127,0.835,0.038,0.1,0.1,"hdp;jihomoravský kraj","EU"
Twitter,andrej-babis,17.03.2021 0:00:00,5bc7e132f787f3bd25608fa9a56357d3,40,0.379,0.6,0.4,0.7,0.034,0.883,0.083,0.3,0.5,"podpora podnikatelů","MMR"
Twitter,andrej-babis,24.06.2020 0:00:00,5bc823d138e394961a1b6f4ffc66f20b,28,0.0772,0.6,0.3,0.7,0.071,0.795,0.134,0.2,0.4,"obranná spolupráce;visegrádská skupina;nato;eu","EU;EU Battle Group;NATO;V 4"
Twitter,andrej-babis,16.04.2021 0:00:00,5bda62736b9b2273f4bdace785d5bf79,42,0.2023,0.6,0.5,0.8,0,0.962,0.038,0.3,0.4,"modernizace dopravy;sportovní infrastruktura","Národním centru stolního tenisu"
Facebook,andrej-babis,13.10.2020 0:00:00,5be38e21d31333615d5207fd3fcb9bde,6,0,0.3,0.5,0.2,0,0,0,0.4,0.6,"alena schillerová","Schillerová"
Twitter,andrej-babis,15.03.2020 0:00:00,5be4a5b957e3cab46c56c07033d8cb51,20,0,0.5,0.2,0.8,0,1,0,0.1,0.3,"testování na covid-19",""
Facebook,andrej-babis,11.03.2021 0:00:00,5be544789a665b0c22ab553076eb6685,7,0,0.7,0.6,0.5,0,1,0,0.4,0.5,"mezinárodní vztahy;politická spolupráce;bezpečnostní otázky","Netanyahu;Orbán"
Facebook,andrej-babis,11.01.2019 0:00:00,5BE6324DC6C2F4DF742CA215C7CF7A9A,55,0.8074,0.6,0.3,0.8,0,0.862,0.138,0.2,0.4,"diplomacie;mezinárodní vztahy","Černínský palác"
Twitter,andrej-babis,01.12.2020 0:00:00,5be871e6a5cefbe00e15a580468df485,47,0,0.5,0.2,0.8,0,1,0,0.1,0.3,"bezpečnostní opatření","PES"
Twitter,andrej-babis,10.02.2020 0:00:00,5bec0fd14ff9e2679615e8cd7e9bfd88,43,0.8625,0.6,0.5,0.7,0,0.819,0.181,0.4,0.5,"zdravotní péče","Bubeníčkem;Krajská zdravotní"
Twitter,andrej-babis,10.09.2020 0:00:00,5befe8968ed166fc0ca3077e7b1d617d,41,0.0679,0.7,0.6,0.8,0.039,0.917,0.044,0.4,0.5,"koronavirová krize;úvěrové moratorium",""
Twitter,andrej-babis,02.10.2020 0:00:00,5bf0fb975ebc9f077337900be98c5032,49,0.8393,0.5,0.7,0.6,0.042,0.744,0.214,0.4,0.3,"evropská rada;brexit;dohoda","Evropská rada"
Facebook,andrej-babis,02.03.2021 0:00:00,5bf3f0f4315e36f59999355f05555943,45,0.8625,0.5,0.6,0.7,0,0.827,0.173,0.4,0.3,"zdravotní péče","Fakultní nemocnice u sv Anny v Brně;Rezkovi;Vajdákovi;sv"
Facebook,andrej-babis,29.01.2020 0:00:00,5bf980e3609b30af3e1d8090d5a8058e,56,0.1779,0.7,0.9,0.5,0.066,0.842,0.092,0.4,0.3,"pietní akt",""
Twitter,andrej-babis,26.02.2020 0:00:00,5bfb794fb6588af15c8f68c2d54a1aa3,24,0,0.5,0.4,0.7,0,1,0,0.3,0.2,"",""
Twitter,andrej-babis,01.04.2021 0:00:00,5c002503a73d80154a211c24689b40d3,9,0.6369,0.4,0.6,0.2,0,0.656,0.344,0.1,0.3,"velikonoce;osobní vyjádření;národní identita",""
Twitter,andrej-babis,24.09.2019 0:00:00,5c04c09dacedce62ef99b3b8ceb9b86a,40,0.9274,0.6,0.5,0.7,0,0.738,0.262,0.4,0.3,"inovace;věda a výzkum;průmysl",""
Twitter,andrej-babis,02.04.2021 0:00:00,5c06653cf844ab372a0456746b0ff91d,7,0,0.3,0.5,0.2,0,1,0,0.4,0.6,"komunikace",""
Twitter,andrej-babis,28.01.2020 0:00:00,5c080126a30b5865906b3c22fee7e875,13,0,0.5,0.3,0.8,0,1,0,0.2,0.4,"podnikání;ekonomický růst;zaměstnanost",""
Twitter,andrej-babis,12.03.2020 0:00:00,5c09bfc33d6a3f81fde82efdf11496eb,5,0,0.3,0.1,0.2,0,1,0,0.4,0,"legislativa;vládní usnesení",""
Facebook,andrej-babis,14.01.2021 0:00:00,5c10bcfde585d3f12fe3c866f79de344,11,0.4033,0.4,0.5,0.2,0,0.855,0.145,0.1,0.3,"finanční politika;místní rozvoj","Ministerstvo financí;Ministerstvo pro místní rozvoj"
Twitter,andrej-babis,01.06.2020 0:00:00,5c1ddfa2484864d23a7b5d52b4de2ab1,31,0.3818,0.6,0.8,0.7,0,0.912,0.088,0.3,0.4,"",""
Twitter,andrej-babis,24.02.2022 0:00:00,5c1e22be8ef36c0ef118c35dd2e6aea1,40,0.8078,0.6,0.8,0.7,0.136,0.564,0.3,0.4,0.5,"podpora ukrajiny",""
Facebook,andrej-babis,21.06.2017 0:00:00,5c2f14e13a615da37d0a8a32cb4cfcb4,37,-0.3164,0.4,0.5,0.7,0.054,0.946,0,0.3,0.6,"digitalizace;byrokracie;efektivita státní správy",""
Facebook,andrej-babis,05.06.2021 0:00:00,5c3804fd5f5cab5b92ad149298f92fbf,36,0.1779,0.5,0.6,0.4,0.132,0.701,0.168,0.7,0.8,"solidarita;očkování","Evropská unie;O 2 universum;Viktor"
Twitter,andrej-babis,08.10.2021 0:00:00,5c3fbe157cfa0fb06b95e806cf2ff368,31,0.2114,0.3,0.5,0.2,0.033,0.9005,0.067,0.1,0,"","Extra"
Twitter,andrej-babis,30.09.2019 0:00:00,5c41acfaffb1df9821717c1788bd252e,36,0.4404,0.6,0.4,0.7,0,0.937,0.063,0.2,0.3,"železniční doprava;infrastruktura","Havel"
Twitter,andrej-babis,26.03.2022 0:00:00,5c4e43e0ecc1948250d15ae4eabaeb50,16,0,0.3,0.6,0.2,0,1,0,0.5,0.7,"chudoba","Fialovy"
Twitter,andrej-babis,13.10.2020 0:00:00,5c5130ecafa67ef28b501303a0a32b4e,31,0.3182,0.6,0.5,0.7,0.031,0.907,0.062,0.3,0.4,"zdravotní služby",""
Twitter,andrej-babis,15.04.2020 0:00:00,5c568001ef237d2fff1e250e3c46cdac,42,0.4939,0.6,0.4,0.7,0.071,0.818,0.111,0.3,0.2,"preventivní opatření;veřejné zdraví",""
Twitter,andrej-babis,27.08.2020 0:00:00,5c5c6a85335652cae4d15ca71a499c5b,26,0.7951,0.5,0.4,0.6,0.116,0.627,0.257,0.3,0.2,"inovace;zaměstnanost","Disting"
Twitter,andrej-babis,08.03.2021 0:00:00,5c60413522099bad6f448db7efca0ce4,35,0.4019,0.5,0.3,0.7,0,0.937,0.063,0.2,0.4,"covid-19;sport;podpora","COVID-19;Sport"
Twitter,andrej-babis,11.09.2022 0:00:00,5c64b026a27b826043621698137007ae,36,-0.0747,0.5,0.6,0.8,0.0607,0.9123,0.027,0.4,0.7,"vodní hospodářství;finanční opatření",""
Facebook,andrej-babis,17.07.2017 0:00:00,5c6940b646e7404f44d97630a9959653,12,0.5574,0.3,0.5,0.2,0,0.765,0.235,0.1,0.2,"domov pro seniory;komunita",""
Twitter,andrej-babis,19.10.2020 0:00:00,5c70ec4c870f3d398fe411c00f33600f,42,0.6249,0.7,0.3,0.9,0,0.898,0.102,0.2,0.4,"investice do dopravy;navýšení rozpočtu","Státní fond dopravní infrastruktury"
Twitter,andrej-babis,16.06.2020 0:00:00,5c71bd2983f45bbbe271800e743ed1ad,23,-0.7184,0.5,0.4,0.6,0.227,0.703,0.07,0.2,0.3,"","Asociace hotelů a restaurací;Stárkem"
Twitter,andrej-babis,04.01.2021 0:00:00,5c7aad03f93b340eaa20960c0c6ce630,45,0,0.6,0.4,0.7,0,1,0,0.3,0.2,"vojenská spolupráce",""
Twitter,andrej-babis,08.10.2019 0:00:00,5c86168db09bf4eee512298709da6516,41,0.296,0.6,0.5,0.7,0,0.951,0.049,0.4,0.3,"financování zdravotnictví;odpovědnost v politice",""
Twitter,andrej-babis,08.07.2020 0:00:00,5c8cfc97b1ae05f3bd519cc64e32523b,26,0,0.5,0.4,0.6,0,1,0,0.3,0.2,"","EU"
Twitter,andrej-babis,30.03.2021 0:00:00,5c8d5def8806c431810563b29ede3c2e,32,0.6705,0.6,0.3,0.7,0,0.882,0.118,0.2,0.1,"","Meronem"
Twitter,andrej-babis,18.09.2020 0:00:00,5c8d8ececcdde17621ecad38fd4dcbc5,43,0.8658,0.5,0.7,0.6,0.055,0.661,0.284,0.4,0.3,"ochrana zdraví;mobilní aplikace",""
Twitter,andrej-babis,24.03.2021 0:00:00,5c8f85a3d4b6d7503f03a93dd9b19db7,34,0.8126,0.7,0.6,0.8,0.057,0.723,0.221,0.3,0.4,"podpora podnikatelů",""
Twitter,andrej-babis,14.07.2021 0:00:00,5c9130fef57e3d66d38fafce8497fa81,12,0.3818,0.5,0.4,0.6,0,0.852,0.148,0.3,0.2,"",""
Twitter,andrej-babis,07.01.2021 0:00:00,5c92e93853335e15a8b5b89ee0bef3e4,43,0.4019,0.5,0.2,0.8,0,0.949,0.051,0.3,0.1,"pandemie covid-19;příjmy a výdaje;ekonomická podpora",""
Facebook,andrej-babis,07.11.2019 0:00:00,5C9350B959BF87A3142144E5CFA0C238,4,0,0,0,0,0,1,0,0,0,"lucembursko;politická situace;mezinárodní vztahy",""
Twitter,andrej-babis,12.11.2020 0:00:00,5c93cbb4ca192357847f831e4572d3b7,43,0.8126,0.6,0.3,0.7,0.027,0.809,0.163,0.2,0.1,"legislativní nouze;vysoké školy","MŠMT;ČKR"
Twitter,andrej-babis,05.07.2021 0:00:00,5c9e90ffc4953a19d0d7c071dfc7dc75,28,0.7263,0.5,0.8,0.2,0,0.836,0.164,0.1,0.3,"",""
Facebook,andrej-babis,01.10.2020 0:00:00,5cb524017362b5b62880c8d37ab4ff50,55,0.9423,0.5,0.7,0.6,0,0.732,0.268,0.4,0.3,"podpora kandidáta;volby","Kukla"
Twitter,andrej-babis,18.05.2021 0:00:00,5cb84b0a9d5d265ac948963f2a861afe,43,0.5719,0.6,0.8,0.7,0.099,0.684,0.218,0.3,0.4,"podpora veteránů","Klučka;Šmerdová"
Twitter,andrej-babis,07.09.2020 0:00:00,5cbbaee48f79e9f180a1f13fafb92007,33,0.9217,0.5,0.3,0.7,0,0.711,0.289,0.2,0.1,"spolupráce s armádou;chytrá karanténa",""
Facebook,andrej-babis,22.01.2021 0:00:00,5cbe161f2e1a1f418c6a0f4a4b61cb72,9,0.4033,0.3,0.5,0,0,0.816,0.184,0,0.2,"videohovory;komunikace","Koalicí soukromých lékařů;Videocall"
Twitter,andrej-babis,09.01.2023 0:00:00,5cc2f0cd790509c3ecb6b751551b55dd,24,0.8364,0.7,0.6,0.5,0,0.765,0.235,0.4,0.3,"",""
Twitter,andrej-babis,25.08.2020 0:00:00,5ccca6bb04e1ae4adc0ce291fd653cf1,48,0.4767,0.5,0.7,0.6,0,0.923,0.077,0.4,0.3,"návrat do normálu",""
Twitter,andrej-babis,27.02.2021 0:00:00,5cd28ebef563f66963f73c7f24f038c2,34,0.636,0.6,0.4,0.7,0,0.812,0.188,0.3,0.5,"testování ve firmách;veřejné zdravotní pojištění",""
Twitter,andrej-babis,03.05.2020 0:00:00,5ce50d2982d2344348399026d2e1b5c3,43,0.4153,0.6,0.5,0.7,0.04,0.83,0.13,0.4,0.3,"podpora podnikání;výběr daní",""
Twitter,andrej-babis,07.11.2020 0:00:00,5ce5241a42019d85329cf64435cb564a,19,0.4019,0.4,0.3,0.5,0,0.886,0.114,0.2,0.1,"zdravotní péče","Zlínského kraje"
Facebook,andrej-babis,31.05.2019 0:00:00,5ce8419be47597345f0abb733604d1a2,181,-0.1408,0.7,0.5,0.8,0.061,0.88,0.059,0.4,0.3,"dotace","Evropská komise;Evropská komise;Ministerstvo financí;Ministerstvo pro místní rozvoj;Právní služby Evropské komise"
Facebook,andrej-babis,24.11.2019 0:00:00,5cea22f49a3cc9c3ff4f7d39958c22a9,83,-0.2311,0.6,0.3,0.8,0.116,0.8215,0.0625,0.4,0.5,"úspory v rozpočtu","Schillerová"
Twitter,andrej-babis,23.11.2020 0:00:00,5cec912639a24c1f8378f61f004f6309,27,0.6597,0.5,0.3,0.6,0,0.795,0.205,0.2,0.1,"cvičení;hygienická opatření",""
Twitter,andrej-babis,17.06.2020 0:00:00,5cf20fc34f4526489094cb84988a66ec,32,0.7717,0.7,0.4,0.6,0,0.815,0.185,0.2,0.3,"prevence;spolupráce;zdravotnictví",""
Twitter,andrej-babis,14.05.2021 0:00:00,5cf302e12f27359de194babf9f636e3a,8,0,0.5,0.4,0.6,0,1,0,0.3,0.2,"mimořádné jednání vlády;výsledky jednání;politická rozhodnutí",""
Twitter,andrej-babis,30.09.2020 0:00:00,5cf34b7b176fa948f63ae56c7b480dcb,45,-0.2787,0.7,0.2,0.8,0.071,0.901,0.0285,0.1,0,"nouzový stav;bezpečnost;covid-19;zdraví;vládní opatření","SARS-CoV-2"
Facebook,andrej-babis,12.09.2019 0:00:00,5cf60a24f7e06cd02db7e30b45e72501,11,0,0.6,0.3,0.5,0,1,0,0.2,0.4,"tisková konference;premiéři v4","V 4"
Twitter,andrej-babis,27.02.2020 0:00:00,5d0375a642e0a01ba0870a9d69f58dac,41,0.6597,0.6,0.3,0.7,0,0.895,0.105,0.4,0.2,"green deal;mezinárodní spolupráce","BusinessEurope;EU"
Twitter,andrej-babis,15.11.2019 0:00:00,5d0c6975e2641e1f2866266b2a23ab4e,39,0.8934,0.6,0.3,0.8,0,0.785,0.215,0.2,0.1,"dostupnost zdravotní péče","Vondrákem"
Twitter,andrej-babis,20.12.2019 0:00:00,5d0d7e08b9d4fd986c340882aa37a768,42,0.2023,0.6,0.5,0.7,0.067,0.87,0.063,0.4,0.3,"spolupráce s odbory","ArcelorMittal;EU;Liberty Ostrava"
Facebook,andrej-babis,21.06.2019 0:00:00,5d14bab51504a267e9458293e6d79498,12,0.4019,0,0.2,0,0.1,0.724,0.176,0,0,"",""
Twitter,andrej-babis,29.05.2020 0:00:00,5d1c595a8dda5fb02560fd3e68f4a232,39,0.34,0.7,0.6,0.8,0,0.946,0.054,0.2,0.4,"spolupráce mezi institucemi","Negrelli;Správa železnic"
Twitter,andrej-babis,07.12.2020 0:00:00,5d23061d0e5be6b52f866f2839a9779c,35,0.5719,0.6,0.5,0.8,0.072,0.746,0.182,0.3,0.2,"",""
Twitter,andrej-babis,20.07.2020 0:00:00,5d24cab3c178b5a6fb6ae7a271000610,42,0.5719,0.6,0.5,0.7,0,0.892,0.108,0.4,0.3,"epidemiologická situace;opatření proti epidemii;regionální rozdíly","EU"
Twitter,andrej-babis,08.09.2020 0:00:00,5d2799ec5e54ce2e332ffaee359c8424,44,0.8074,0.6,0.4,0.7,0,0.85,0.15,0.3,0.2,"","Sněmovna"
Twitter,andrej-babis,10.07.2020 0:00:00,5d284682099ff044a133b641ab521162,45,0.3597,0.6,0.5,0.7,0.052,0.85,0.098,0.4,0.5,"paušální daň;podpora živnostníků",""
Facebook,andrej-babis,24.10.2019 0:00:00,5D298659AE5B8AAF89172E2BB5968089,8,0.5994,0,0.2,0,0,0.719,0.281,0,0,"počasí;pozitivní nálada",""
Twitter,andrej-babis,25.09.2019 0:00:00,5d29ca716fda31cb56c010e7448e0722,41,0.7712,0.6,0.5,0.7,0.075,0.71,0.215,0.4,0.3,"úhradová vyhláška;dostupnost zdravotní péče",""
Facebook,andrej-babis,14.01.2020 0:00:00,5d2ca5887c8e11e7d2b1c658a2a0ded5,36,0.4404,0.6,0.5,0.7,0,0.929,0.071,0.4,0.5,"finanční gramotnost;vzdělávání dětí;národní strategie;podpora seniorů","Schillerová"
Facebook,andrej-babis,04.09.2020 0:00:00,5d2f847fe56cbb0ecf3fa576d502574f,23,0.3384,0.4,0.6,0.5,0,0.888,0.112,0.3,0.2,"zahraniční politika","ParlamentníListy"
Twitter,andrej-babis,07.06.2020 0:00:00,5d310bf22dc2e7e256a758358d1cd725,44,0.5994,0.7,0.6,0.8,0.038,0.821,0.141,0.4,0.5,"úvěrové moratorium;odložení splátek;finanční podpora",""
Twitter,andrej-babis,06.12.2020 0:00:00,5d37fd92a288f7d857c4ae9c10e6e799,41,0.5187,0.5,0.4,0.6,0,0.91,0.09,0.3,0.2,"veřejné akce;komunikace s úřady","Blatný"
Twitter,andrej-babis,27.02.2020 0:00:00,5d394b2ae7df626634a6738ccb68f4ea,43,0.3919,0.6,0.4,0.7,0,0.91,0.09,0.3,0.2,"","GŘ DG;Hololeiem"
Twitter,andrej-babis,13.04.2021 0:00:00,5d47c2d13c1f96af79f0540c7736d985,34,0.25,0.5,0.3,0.7,0.1,0.75,0.15,0.4,0.2,"testování",""
Facebook,andrej-babis,11.06.2019 0:00:00,5D4C9BEB07EEC4D10BA344392CF89C04,7,0.636,0,0.5,0,0,0.682,0.318,0,0.2,"příroda;umění;interakce s lidmi",""
Twitter,andrej-babis,08.05.2022 0:00:00,5d5829d41a752c386079776625dd64fc,46,0.9482,0.6,0.8,0.2,0,0.739,0.261,0.1,0.3,"",""
Twitter,andrej-babis,03.11.2020 0:00:00,5d61d4f2451d456a6af1972e15e79caf,34,0.5423,0.5,0.4,0.6,0,0.921,0.079,0.3,0.2,"nájemné;kompenzační bonus",""
Facebook,andrej-babis,14.11.2020 0:00:00,5d711bc1f47780540027b916707206ca,20,0,0.3,0.4,0.5,0,1,0,0.2,0.6,"paušální daň;živnostníci",""
Twitter,andrej-babis,14.11.2019 0:00:00,5d72752e7b2d8795d5309b017deafc4b,20,0,0.8,0.6,0.7,0,1,0,0.3,0.4,"30. výročí sametové revoluce","Kryla"
Twitter,andrej-babis,02.04.2020 0:00:00,5d811a2f35736661b2f04015a002dc5d,44,-0.128,0.7,0.5,0.8,0.05,0.909,0.041,0.4,0.3,"boj proti koronaviru",""
Twitter,andrej-babis,21.05.2021 0:00:00,5d825265705886bd1011cb5f7cbeee98,36,-0.0951,0.7,0.3,0.8,0.032,0.968,0,0.2,0.1,"",""
Twitter,andrej-babis,15.01.2021 0:00:00,5d912f97b598e1ba9795575709bb8059,31,0,0.5,0.3,0.8,0,1,0,0.2,0.1,"očkování;distribuce vakcín",""
Twitter,andrej-babis,29.09.2020 0:00:00,5d924b602012ad9695bafcfc66784dd2,44,0,0.5,0.2,0.8,0,1,0,0.1,0.1,"veřejné zakázky","D amp B;Strabag;ŘSD"
Twitter,andrej-babis,31.07.2022 0:00:00,5d9894ec4f9a8a41fb5c13faba9f7d0b,40,0.886,0.5,0.8,0.2,0.08,0.699,0.22,0.1,0.2,"",""
Facebook,andrej-babis,31.03.2020 0:00:00,5d9b30c89628a81fc0298b7204145464,6,0,0,0,0,0,1,0,0,0,"tisková konference;jednání vlády",""
Facebook,andrej-babis,28.06.2019 0:00:00,5DA2E802F95B4125DC4573CE3A47CB51,13,0,0.3,0.5,0.2,0,1,0,0.1,0.4,"v4;politická spolupráce","Morawiecki;Pellegrini"
Twitter,andrej-babis,25.03.2022 0:00:00,5da9dfc071cab0a8c5d65694573211c5,17,0.3818,0.3,0.4,0.6,0,0.843,0.157,0.5,0.7,"zadlužení","Stanjuru"
Facebook,andrej-babis,18.12.2016 0:00:00,5DAE83F063755FEB3F1A70EEE38BE452,4,0,0.3,0.7,0.2,0,1,0,0.1,0,"sport;úspěch","Koukalova"
Facebook,andrej-babis,16.07.2020 0:00:00,5db28e3c06a8e6f935e1169e0073b981,6,0.4033,0.3,0.4,0.2,0,0.787,0.213,0.1,0.2,"mezinárodní vztahy;politická komunikace;spolupráce mezi zeměmi","Conte"
Facebook,andrej-babis,12.04.2019 0:00:00,5DB57E33347FEB69A454D931EAA2C3FA,8,0,0.4,0.3,0.2,0,1,0,0.1,0.2,"","Plenković"
Twitter,andrej-babis,15.04.2021 0:00:00,5dbc90e1de456f8d659494b3c6b74945,41,0.6997,0.6,0.5,0.7,0,0.871,0.129,0.2,0.3,"oficiální návštěva;epidemická situace;mezinárodní vztahy",""
Twitter,andrej-babis,26.11.2019 0:00:00,5dc1d97f349f585f0632de73fa4098e7,38,0.6597,0.6,0.3,0.7,0,0.87,0.13,0.2,0.1,"zdravotnictví;kvalita péče",""
Twitter,andrej-babis,11.09.2020 0:00:00,5dc7f626955284608efdcd102a759f99,39,0.4019,0.6,0.5,0.8,0.044,0.851,0.106,0.3,0.2,"ochrana zranitelných skupin;hromadné akce;epidemiologická situace",""
Twitter,andrej-babis,25.08.2020 0:00:00,5dd4ecb18db60a204b9125b56acb215d,31,0.7175,0.6,0.5,0.7,0.031,0.818,0.151,0.4,0.5,"antivirus;kurzarbeit;vládní opatření",""
Facebook,andrej-babis,16.10.2019 0:00:00,5ddc5c180f45234e6b66ff5437c725f7,13,0.4033,0.6,0.3,0.5,0,0.881,0.119,0.2,0.1,"centrum porodní asistence","Centru porodní asistence"
Twitter,andrej-babis,06.10.2019 0:00:00,5df116fec8f8645f11b2f6c565d6e105,28,0,0.5,0.7,0.3,0,1,0,0.2,0.1,"","Chramostová"
Twitter,andrej-babis,27.11.2019 0:00:00,5df9846afdc5d8f1fc6788df0c4d2b77,32,0.2787,0.5,0.3,0.7,0,0.898,0.102,0.2,0.4,"",""
Twitter,andrej-babis,20.12.2019 0:00:00,5dfc2b68ae53ae9ac9a50ea1a7a52bcf,42,-0.9325,0.6,0.9,0.7,0.314,0.621,0.065,0.2,0.3,"uctění památky",""
Twitter,andrej-babis,04.04.2020 0:00:00,5e04d2ade24c7e32a07308c6a41732ce,36,0.34,0.6,0.3,0.8,0,0.946,0.054,0.2,0.1,"covid-19;podnikání","BusinessInfo;MPO"
Twitter,andrej-babis,25.01.2023 0:00:00,5e0704f8544d4f43e38d897e9336e2bd,39,0.967,0.7,0.9,0.2,0.023,0.618,0.359,0.3,0.4,"hrdinství;služba vlasti;vděčnost;národní identita","Armáda České republiky"
